,gameNumber,price,topprize,overallodds,topprizeavail,gameURL,gamePhoto,dateexported,startDate,extrachances,secondChance,lastdatetoclaim,gameName,Winning Tickets Unclaimed,Winning Tickets At Start,topprizestarting,topprizeremain,Total at start,Total remaining,Non-prize at start,Non-prize remaining,topprizeodds,Current Odds of Top Prize,Change in Current Odds of Top Prize,Current Odds of Any Prize,Change in Current Odds of Any Prize,Odds of Profit Prize,Starting Odds of Profit Prize,Change in Odds of Profit Prize,Probability of Winning Any Prize,Starting Probability of Winning Any Prize,Change in Probability of Any Prize,Probability of Winning Profit Prize,Starting Probability of Winning Profit Prize,Change in Probability of Profit Prize,StdDev of All Prizes,StdDev of Profit Prizes,Odds of Any Prize + 3 StdDevs,Odds of Profit Prize + 3 StdDevs,Max Tickets to Buy,Expected Value of Any Prize (as % of cost),Change in Expected Value of Any Prize,Expected Value of Profit Prize (as % of cost),Change in Expected Value of Profit Prize,Percent of Prizes Remaining,Percent of Profit Prizes Remaining,Ratio of Decline in Prizes to Decline in Losing Ticket,Photo,FAQ,About,Directory,Data Date,Days Since Start,Rank by Best Probability of Winning Any Prize,Rank by Best Probability of Winning Profit Prize,Rank by Least Expected Losses,Rank by Most Available Prizes,Rank by Best Change in Probabilities,Rank Average,Overall Rank,Rank by Cost,Stats Page
53,1568,10.0,2000000,3.41,No,https://floridalottery.com/games/scratch-offs/view?id=1568,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/monopoly-secret-vault/fl-1565-monopoly-secret-vault-teaser.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,MONOPOLY™ SECRET VAULT,980035,7121769,4.0,0.0,24285232.290000003,3341919.35,17163463.290000003,2361884.35,,,,3.41,-1.0473023543219598e-07,5.88,5.6624639468757065,0.03877282343035209,0.2932551626774916,0.2932551354666902,-2.721080138989862e-08,0.17000980574334687,0.17660156592286208,0.00659176017951521,0.037171000345103226,0.02255789765100231,8.967482181903888,14.776406441637363,7.0,0.42,-0.0740725291886235,0.4158932337977072,-0.0740725291886235,0.12,0.11996550493869877,1.6248618331415268,,,,,2026-06-17,,47.333333333333336,51.0,37.0,37.666666666666664,,43.25,39.0,5.0,/florida-statistics-for-each-scratcher-game
54,1569,20.0,5000000,2.95,No,https://floridalottery.com/games/scratch-offs/view?id=1569,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/monopoly-secret-vault/fl-1565-monopoly-secret-vault-teaser.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,MONOPOLY™ SECRET VAULT,450315,7556950,4.0,0.0,22293002.5,1328429.25,14736052.5,878114.25,,,,2.95,-1.8819218274130835e-07,6.25,5.79764245352108,0.07760176785874258,0.33898311464142983,0.33898305845036036,-5.6191069464084364e-08,0.16006275081317858,0.1724839032446146,0.012421152431436017,0.04810229077526887,0.014947353775027162,6.9295702665431955,22.298152741215905,7.0,0.36,-0.03615778498536875,0.3586896627520176,-0.03615778498536875,0.05,0.05235966011081485,1.1409827469474696,,,,,2026-06-17,,36.0,57.666666666666664,13.0,18.0,,31.166666666666664,6.0,2.0,/florida-statistics-for-each-scratcher-game
55,1581,5.0,1000000,3.93,No,https://floridalottery.com/games/scratch-offs/view?id=1581,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/platinum-mine-9x/fl-1581-platinum-mine-9X-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,PLATINUM MINE 9X,1144259,4941878,4.0,0.0,19421580.54,4496937.87,14479702.54,3352678.87,,,,3.93,-1.9346498110059798e-07,6.72,6.614465906598534,0.01584430914223911,0.2544529754363915,0.2544529332834919,-4.2152899615288675e-08,0.14882574516832234,0.15118378628309334,0.0023580411147710034,0.04169332721112808,0.033684608837926636,7.994828589168862,9.895570001256194,9.0,0.42,-0.15443392114743718,0.4176069177753658,-0.15443392114743718,0.21,0.20934420174304857,8.535106901813947,,,,,2026-06-17,,40.333333333333336,34.666666666666664,40.0,57.333333333333336,,43.083333333333336,38.0,10.0,/florida-statistics-for-each-scratcher-game
56,1629,5.0,1000000,3.9,Yes,https://floridalottery.com/games/scratch-offs/view?id=1629,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/precious-metal-gold-multiplier/fl-1629-precious-metals-gold-multiplier-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Precious Metals Gold Multiplier,1683305,4154756,4.0,1.0,16203548.4,6564889.5,12048792.4,4881584.5,6564889.5,6564889.5,0.0,3.9,-7.616274425951512e-08,7.37,7.148083806606383,0.03101006791535198,0.25641027593916665,0.25641026273998757,-1.3199179083045465e-08,0.13568987990505246,0.13989763229633412,0.004207752391281655,0.04688434776181925,0.03489043251524839,7.109663275021067,9.553614969489823,10.0,0.43,-0.15270110463566705,0.43227615882005016,-0.15270110463566705,0.39,0.38364294449521874,-1.0254417494802155,,,,,2026-06-17,,37.333333333333336,34.0,47.0,51.666666666666664,44.833333333333336,42.96666666666667,34.0,9.0,/florida-statistics-for-each-scratcher-game
57,1587,2.0,50000,4.86,Yes,https://floridalottery.com/games/scratch-offs/view?id=1587,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/quick-$100/fl-1587-quick-$100s-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Quick $100s,516810,2853890,4.0,1.0,13869905.4,2511696.6,11016015.4,1994886.6,2511696.6,2511696.6,0.0,4.86,-2.388823555061311e-07,4.86,4.859999859840428,-2.1004294346723322e-07,0.20576136602518777,0.20576132280646478,-4.321872298929108e-08,0.20576136602518777,0.20576132280646478,-4.321872298929108e-08,0.0560630305748402,0.0560630305748402,5.94562040430696,5.94562040430696,7.0,0.48,-0.39976726897186604,0.47762010211426864,-0.39976726897186604,0.19,0.18525677431268622,6.829693098067179,,,,,2026-06-17,,31.333333333333332,31.333333333333332,67.0,53.333333333333336,35.666666666666664,43.733333333333334,44.0,11.0,/florida-statistics-for-each-scratcher-game
58,1631,2.0,50000,4.36,Yes,https://floridalottery.com/games/scratch-offs/view?id=1631,"https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/red,-white-and-blue-cash/fl-1631-red-white-and-blue-cash-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg",2026-06-17,,No,No,,"Red, White & Blue Cash",1874820,2515618,4.0,4.0,10968094.48,8174215.2,8452476.48,6299395.2,2043553.8,2043553.8,0.0,4.36,-2.4467180778871466e-08,7.8,7.726175364644456,0.009479307002774983,0.22935780377687642,0.229357808202592,4.425715571798605e-09,0.12821475823672365,0.12943014529233612,0.0012153870556124713,0.03311105386900941,0.022568697026135287,10.067077441193556,14.769511749482014,9.0,0.46,-0.3870556984636787,0.4579904003014356,-0.3870556984636787,0.75,0.7538706283412697,-0.11324326507082942,,,,,2026-06-17,,56.666666666666664,50.666666666666664,60.0,69.0,56.333333333333336,58.533333333333324,86.0,19.0,/florida-statistics-for-each-scratcher-game
59,1597,10.0,2000000,3.39,Yes,https://floridalottery.com/games/scratch-offs/view?id=1597,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/scorching-hot-7s/fl-1597-scorching-hot-7s-ticket@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Scorching Hot 7s,160337,4784122,4.0,1.0,16218173.58,543542.43,11434051.58,383205.43000000005,543542.43,543542.43,0.0,3.39,-7.91106593148093e-07,6.06,5.611185785424428,0.08020721655889095,0.2949854841024245,0.2949852612868293,-2.2281559519665706e-07,0.16498265083471012,0.1782154500386696,0.013232799203959478,0.038110876240014094,0.021221406558902412,8.74593249544196,15.704659170493013,7.0,0.74,-0.05440629961962602,0.7364748262323795,-0.05440629961962602,0.05,0.04868923549960355,1.0903661763249366,,,,,2026-06-17,,46.0,54.333333333333336,88.0,16.666666666666668,48.5,50.7,68.0,11.0,/florida-statistics-for-each-scratcher-game
60,1628,5.0,500000,3.89,Yes,https://floridalottery.com/games/scratch-offs/view?id=1628,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/silver-and-gold-crossword/fl-1628-silver-and-gold-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Silver & Gold Crossword,2482984,3614724,4.0,3.0,14061276.360000001,9658807.76,10446552.360000001,7175823.76,3219602.5866666664,3219602.5866666664,0.0,3.89,-7.868465958770703e-08,7.73,7.66676480979861,0.007999699073001286,0.2570694289677804,0.25706941532190963,-1.3645870766687551e-08,0.12939796809274687,0.13043311289814666,0.0010351448053997903,0.04708096269372809,0.03239906369451422,7.079982306964157,10.288278468852022,10.0,0.44,-0.1491940778697801,0.4429694060560482,-0.1491940778697801,0.68,0.6833743084801737,-0.18724759405190175,,,,,2026-06-17,,36.666666666666664,36.0,53.0,65.66666666666667,43.333333333333336,46.93333333333333,58.0,18.0,/florida-statistics-for-each-scratcher-game
61,5059,5.0,1000000,4.05,Yes,https://floridalottery.com/games/scratch-offs/view?id=5059,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/cash-wheel/fl-5059-the-cash-wheel-ticket.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,The Cash Wheel,1472174,4387094,6.0,2.0,17767730.7,5962304.7,13380636.7,4490130.7,2981152.35,2981152.35,0.0,4.05,-1.1740426485591152e-07,4.05,4.0499998404410755,-7.80070026710726e-08,0.24691360923562436,0.24691358997463378,-1.926099058024988e-08,0.24691360923562436,0.24691358997463378,-1.926099058024988e-08,0.03742203210638137,0.03742203210638137,8.907354778600041,8.907354778600041,5.0,0.48,-0.1511326039883809,0.4817679876772469,-0.1511326039883809,0.34,0.33662451728847825,-1.8504961243262803,,,,,2026-06-17,,46.666666666666664,33.0,68.0,44.333333333333336,41.166666666666664,46.63333333333333,55.0,15.0,/florida-statistics-for-each-scratcher-game
62,7028,20.0,5000000,2.79,Yes,https://floridalottery.com/games/scratch-offs/view?id=7028,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/perfect-gift/fl-7028-the-perfect-gift-open-ticket.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,The Perfect Gift,2189656,4386049,4.0,2.0,12237076.71,6109140.24,7851027.710000001,3919484.24,3054570.12,3054570.12,0.0,2.79,-3.928539707799873e-08,4.46,4.443035855951696,0.004088877055823038,0.3584229531488884,0.35842295986394135,6.7150529581283536e-09,0.22415479101804836,0.2250713323999949,0.0009165413819465507,0.05309883931214031,0.04273658221127921,6.277583126283273,7.799674599929069,6.0,0.43,-0.032169055785014514,0.43100280890599996,-0.032169055785014514,0.49,0.49404852766690344,-1.2746819523751214,,,,,2026-06-17,,32.666666666666664,32.333333333333336,46.0,55.0,50.5,43.3,40.0,8.0,/florida-statistics-for-each-scratcher-game
63,1518,5.0,1000000,4.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1518,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/the-price-is-right/fl-1518-the-price-is-right-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,The Price is Right™,2361458,5724652,8.0,5.0,22898608.0,9445832.0,17173956.0,7084374.0,1889166.4,1889166.4,0.0,4.0,0.0,6.78,6.671083639207031,0.01658243372306101,0.25,0.25,0.0,0.1474555126536233,0.149900683919302,0.0024451712656786972,0.03891821713558297,0.03157863812547956,8.564938192876376,10.55557892827043,9.0,0.51,-0.1475073660824489,0.5142341087582333,-0.1475073660824489,0.42,0.4181688864486178,-0.9037977200780397,,,,,2026-06-17,,44.666666666666664,36.666666666666664,76.0,54.0,63.833333333333336,55.033333333333324,81.0,26.0,/florida-statistics-for-each-scratcher-game
64,1497,3.0,150000,4.092,No,https://floridalottery.com/games/scratch-offs/view?id=1497,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/triple-crossword/fl-1497-triple-crossword-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Triple Crossword,935980,14162888,30.0,0.0,57954537.695999995,3830030.1599999997,43791649.695999995,2894050.1599999997,,,,4.09,-4.177512794254182e-08,9.7,6.926971767419223,0.39966557711025796,0.24437928684631713,0.24437927957219294,-7.27412419188056e-09,0.10314122865878335,0.1443632273345571,0.04122199867577374,0.03392746573208053,0.01202114238053897,9.824778456430924,27.72697689647584,11.0,0.24,-0.29072315492047945,0.23564993833816794,-0.29072315492047945,0.03,0.02794323685126352,1.2800822386216864,,,,,2026-06-17,,56.0,58.333333333333336,1.0,17.666666666666668,,33.25,10.0,1.0,/florida-statistics-for-each-scratcher-game
65,5054,5.0,500000,3.64,Yes,https://floridalottery.com/games/scratch-offs/view?id=5054,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/triple-golden-cherries/fl-5054-triple-golden-cherries-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Triple Golden Cherries,1511697,6226723,10.0,3.0,22665271.720000003,5502577.08,16438548.720000003,3990880.08,1834192.36,1834192.36,0.0,3.64,-1.4538642329103662e-08,7.39,7.0660909318492795,0.04525973606145972,0.2747252787194073,0.2747252834523796,4.732972347376574e-09,0.13539310762938891,0.14152096394523586,0.006127856315846947,0.04965559084424136,0.032187406107865406,6.712876585664424,10.35587331219989,10.0,0.41,-0.1471246964671538,0.41229282207227635,-0.1471246964671538,0.24,0.23309580785321346,6.5111538280954395,,,,,2026-06-17,,35.0,36.333333333333336,35.0,59.333333333333336,52.666666666666664,43.66666666666667,43.0,11.0,/florida-statistics-for-each-scratcher-game
66,1572,10.0,2000000,3.49,No,https://floridalottery.com/games/scratch-offs/view?id=1572,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/triple-jackpot/fl-1572-triple-jackpot-ticket-upload.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Triple Jackpot,262942,5216425,4.0,0.0,18205323.25,917667.5800000001,12988898.25,654725.5800000001,,,,3.49,-6.320371479925104e-07,6.59,5.8880564648289875,0.11839914308259257,0.28653313238898204,0.2865329552241397,-1.771648423520844e-07,0.15185573851952833,0.16983532783241473,0.0179795893128864,0.04021163081885856,0.020962152471169775,8.289214295794395,15.899860532743762,8.0,0.36,-0.07830414914603634,0.3639991413007115,-0.07830414914603634,0.04,0.04024775835890577,1.152305619437056,,,,,2026-06-17,,43.0,54.666666666666664,14.0,16.333333333333332,,31.999999999999996,9.0,2.0,/florida-statistics-for-each-scratcher-game
67,1543,20.0,5000000,2.85,No,https://floridalottery.com/games/scratch-offs/view?id=1543,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/triple-match/fl-1544-triple-match-teaser.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$5,000,000 Triple Match",710948,10584422,8.0,0.0,30165602.7,2026201.8,19581180.7,1315253.8,,,,2.85,-3.948274057015105e-07,6.25,5.433351231003688,0.15094966523702547,0.35087733151844264,0.3508772011246452,-1.3039379742618706e-07,0.1599100977642396,0.18404847348977157,0.024138375725531985,0.05036456324658642,0.016668530173969263,6.618348473285208,19.996529863635228,7.0,0.31,-0.03779107745845489,0.30741989565694616,-0.03779107745845489,0.06,0.05384383230736148,1.1536829908926165,,,,,2026-06-17,,34.666666666666664,56.666666666666664,4.0,19.333333333333332,,28.666666666666664,3.0,1.0,/florida-statistics-for-each-scratcher-game
68,1545,2.0,50000,4.41,Yes,https://floridalottery.com/games/scratch-offs/view?id=1545,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/triple-match/fl-1544-triple-match-teaser.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$50,000 Triple Match",708613,4118833,6.0,1.0,18164053.53,3124983.33,14045220.530000001,2416370.33,3124983.33,3124983.33,0.0,4.41,-1.0560056331518284e-07,6.82,7.491019998952481,-0.08899673023194365,0.22675739356022095,0.22675737623095463,-1.732926632747045e-08,0.14653423714625008,0.1334931691732016,-0.013041067973048492,0.032582116655860076,0.027098608073992957,10.230413341217819,12.300424380713892,8.0,0.49,-0.38073925616619175,0.49224251779929684,-0.38073925616619175,0.18,0.18241040403310696,3.431322634200332,,,,,2026-06-17,,57.0,41.0,70.0,50.0,42.666666666666664,52.13333333333334,70.0,16.0,/florida-statistics-for-each-scratcher-game
69,1582,10.0,2000000,3.37,No,https://floridalottery.com/games/scratch-offs/view?id=1582,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/ultimate-vip-cashword/fl-1582-$2000000-vip-ca$hword-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Ultimate VIP Ca$hword,721581,7519668,8.0,0.0,25341281.16,2431727.97,17821613.16,1710146.9700000002,,,,3.37,-3.988933021676838e-07,8.82,7.693032844614663,0.14610120309922336,0.29673602341052263,0.29673590691804413,-1.1649247849687683e-07,0.11341733673228944,0.12998774608118666,0.01657040934889721,0.054135027650585456,0.021906969434569348,6.1573902037517305,15.21501846147061,11.0,0.35,-0.07842703349854489,0.34786552931311776,-0.07842703349854489,0.07,0.07031924643120857,1.336117498217845,,,,,2026-06-17,,32.333333333333336,52.666666666666664,10.0,26.0,,30.25,5.0,1.0,/florida-statistics-for-each-scratcher-game
70,1602,20.0,100000,2.96,Yes,https://floridalottery.com/games/scratch-offs/view?id=1602,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/week-for-life/fl-1579-$5000-2025-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$10,000 A Week For Life",1581951,5199859,6.0,1.0,15391582.64,4682574.96,10191723.64,3100623.96,4682574.96,4682574.96,0.0,2.96,-2.0501540465289736e-07,5.88,5.842959369222651,0.005747198782769645,0.33783790709981304,0.33783785188553067,-5.5214282368432066e-08,0.17016815964894522,0.17114614988894578,0.0009779902400005591,0.04426010085590025,0.016528446061517328,7.5312016914959905,20.16674137437335,7.0,0.32,-0.03330357391577293,0.3167319405950659,-0.03330357391577293,0.3,0.3016024441071605,6.994032303275758,,,,,2026-06-17,,38.0,57.0,5.0,66.0,18.333333333333332,36.86666666666667,17.0,3.0,/florida-statistics-for-each-scratcher-game
71,1598,1.0,1000,4.83,Yes,https://floridalottery.com/games/scratch-offs/view?id=1598,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/week-for-life/fl-1579-$5000-2025-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,$500 A Week For Life,807813,4021177,28.0,4.0,19422284.91,3901736.79,15401107.91,3093923.79,975434.1975,975434.1975,0.0,4.83,-2.024739347428287e-07,9.04,8.787365778818785,0.028840208039465094,0.20703937939419786,0.20703934717461653,-3.221958133625691e-08,0.11060973884445283,0.11379974672391774,0.0031900078794649123,0.03388868802155692,0.023235869358211456,9.836004109232599,14.345159562151316,11.0,0.3,-0.8175031218887305,0.29629939083525897,-0.8175031218887305,0.18,0.17476451467058748,26.903358143351113,,,,,2026-06-17,,56.333333333333336,47.0,3.0,53.333333333333336,21.833333333333332,36.300000000000004,15.0,2.0,/florida-statistics-for-each-scratcher-game
72,1599,2.0,5000,4.19,Yes,https://floridalottery.com/games/scratch-offs/view?id=1599,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/week-for-life/fl-1579-$5000-2025-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$1,000 A Week For Life",854598,5334888,48.0,6.0,22353180.720000003,3580765.62,17018292.720000003,2726167.62,596794.27,596794.27,0.0,4.19,-1.7314732834988835e-07,7.74,7.215039231641467,0.07270390831674962,0.23866352581082534,0.23866349217426783,-3.363655751154049e-08,0.12920563064037993,0.13859938496446592,0.009393754324085984,0.036522780405097766,0.02433323332177561,9.126626445836148,13.69828084900485,10.0,0.34,-0.39390366995337556,0.3441003528575598,-0.39390366995337556,0.17,0.17073375566697133,2.554148141264894,,,,,2026-06-17,,49.333333333333336,46.0,9.0,47.333333333333336,28.666666666666668,36.06666666666667,14.0,3.0,/florida-statistics-for-each-scratcher-game
73,1600,5.0,10000,3.96,Yes,https://floridalottery.com/games/scratch-offs/view?id=1600,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/week-for-life/fl-1579-$5000-2025-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$2,500 A Week For Life",1740307,7838327,80.0,18.0,31039774.919999998,6891615.72,23201447.919999998,5151308.72,382867.54,382867.54,0.0,3.96,-1.0447477473488765e-07,6.84,6.556726766912369,0.04269434347260082,0.25252527890777415,0.25252526000994724,-1.8897826914443527e-08,0.14627021387584768,0.1525151246268739,0.006244910751026206,0.041623543021424375,0.03337163580469983,8.008251466834608,9.988423473110483,9.0,0.38,-0.1525398163336881,0.37856902917530943,-0.1525398163336881,0.21,0.21275699163780573,6.441261967736756,,,,,2026-06-17,,40.666666666666664,35.0,21.0,57.0,34.833333333333336,37.7,21.0,5.0,/florida-statistics-for-each-scratcher-game
74,1601,10.0,20000,3.3,Yes,https://floridalottery.com/games/scratch-offs/view?id=1601,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/week-for-life/fl-1579-$5000-2025-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,"$5,000 A Week For Life",1948882,6627520,50.0,14.0,21870816.0,6431310.6,15243296.0,4482428.6,459379.32857142854,459379.32857142854,0.0,3.3,-9.329358147966511e-08,5.41,5.366387937340005,0.007981803355433859,0.303030331301088,0.30303030303030304,-2.8270784935280346e-08,0.18486949004168668,0.18634508195761879,0.0014755919159321063,0.03701964863723135,0.024678021626052524,9.00418576469345,13.507142166389835,6.0,0.37,-0.07047622669527874,0.3659611338902961,-0.07047622669527874,0.28,0.2839146651824452,23.845053768921055,,,,,2026-06-17,,47.666666666666664,44.666666666666664,16.0,65.0,27.5,40.166666666666664,27.0,3.0,/florida-statistics-for-each-scratcher-game
75,1614,2.0,50000,4.41,No,https://floridalottery.com/games/scratch-offs/view?id=1614,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/win-it-all-2025/fl-1614-win-it-all-ticket@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,Win It All!,515715,2793436,6.0,0.0,12319052.76,2274303.15,9525616.76,1758588.15,,,,4.41,-6.595426830026997e-08,8.2,7.883663497812947,0.0396009033901321,0.22675738457012984,0.2267573836038682,-9.662616262673396e-10,0.1220127661090013,0.12684458187204664,0.0048318157630453384,0.03400984420571206,0.021641313786303556,9.800897542756175,15.401783624766338,10.0,0.52,-0.37479724691133565,0.5160939417483071,-0.37479724691133565,0.2,0.1998204041736148,4.38754808498015,,,,,2026-06-17,,55.333333333333336,53.333333333333336,77.0,54.0,,59.91666666666667,87.0,20.0,/florida-statistics-for-each-scratcher-game
76,1552,2.0,100000,4.68,Yes,https://floridalottery.com/games/scratch-offs/view?id=1552,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/x-the-cash-2024/fl-1552-20x-the-cash-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,20X The Cash,1272686,6906784,14.0,1.0,32323749.119999997,5956170.4799999995,25416965.119999997,4683484.4799999995,5956170.4799999995,5956170.4799999995,0.0,4.68,-8.058869393275091e-08,9.23,8.312385226140345,0.11046100886757661,0.21367523089502147,0.21367521446847024,-1.642655123035297e-08,0.10833555791725219,0.12030241294102365,0.011966855023771455,0.03606675851026859,0.0220014131667038,9.242053527546833,15.150186238929296,12.0,0.4,-0.4123166587087213,0.3954312922566012,-0.4123166587087213,0.15,0.14624206462159328,5.926798889980581,,,,,2026-06-17,,50.333333333333336,52.0,27.0,47.333333333333336,41.166666666666664,43.56666666666667,41.0,10.0,/florida-statistics-for-each-scratcher-game
77,1553,5.0,1000000,3.96,Yes,https://floridalottery.com/games/scratch-offs/view?id=1553,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/x-the-cash-2024/fl-1552-20x-the-cash-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,50X The Cash,1233736,10681684,14.0,4.0,42299468.64,4885594.56,31617784.64,3651858.5599999996,1221398.64,1221398.64,0.0,3.96,-1.1462269192158705e-07,8.27,7.366006306634504,0.12258838172934478,0.25252528147038006,0.25252525634601364,-2.5124366420659072e-08,0.12093370836790777,0.1357587759732581,0.014825067605350337,0.04139741121211886,0.02510915803778128,8.051980741612482,13.275070528691069,10.0,0.51,-0.1457280383196915,0.5119535106683035,-0.1457280383196915,0.11,0.11280303591487284,1.6300554339218334,,,,,2026-06-17,,41.0,43.666666666666664,75.0,37.333333333333336,54.5,50.3,66.5,20.0,/florida-statistics-for-each-scratcher-game
78,1554,10.0,2000000,3.49,Yes,https://floridalottery.com/games/scratch-offs/view?id=1554,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/x-the-cash-2024/fl-1552-20x-the-cash-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,100X The Cash,687238,9484203,10.0,1.0,33099868.470000003,2398460.62,23615665.470000003,1711222.62,2398460.62,2398460.62,0.0,3.49,-2.5849913690010574e-07,5.16,4.923262687454718,0.04754644047903091,0.286533025357938,0.28653295535800927,-6.999992874234806e-08,0.19389816799112763,0.20311733569451093,0.009219167703383296,0.03129300375507575,0.024974922524264784,10.651843122613714,13.346338388615354,6.0,0.49,-0.07097186430586279,0.49290753233324713,-0.07097186430586279,0.08,0.07566938691052125,1.2415021261708195,,,,,2026-06-17,,57.666666666666664,44.333333333333336,71.0,25.666666666666668,44.666666666666664,48.666666666666664,62.0,10.0,/florida-statistics-for-each-scratcher-game
79,1555,50.0,25000000,4.23,Yes,https://floridalottery.com/games/scratch-offs/view?id=1555,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/x-the-cash-2024/fl-1552-20x-the-cash-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-06-17,,No,No,,500X The Cash,1774677,10357740,2.0,1.0,43813240.2,7506883.710000001,33455500.200000003,5732206.710000001,7506883.710000001,7506883.710000001,0.0,4.23,-9.457985873339309e-08,4.23,4.229999980690769,-9.001502899133503e-08,0.23640664174464954,0.23640662046449887,-2.1280150669378273e-08,0.23640664174464954,0.23640662046449887,-2.1280150669378273e-08,0.07054107642085364,0.07054107642085364,4.725366590528741,4.725366590528741,6.0,0.64,-0.014779798223993652,0.6383399075222033,-0.014779798223993652,0.21,0.21351390955651173,3.0106957311433016,,,,,2026-06-17,,31.0,31.0,86.0,54.666666666666664,47.833333333333336,50.1,65.0,1.0,/florida-statistics-for-each-scratcher-game
